inventory_state,entry_id,entry_kind,source_path,source_blob_sha256,line_start,line_end,rule_occurrence_id,rule_family_id,rule_summary,classification,owner,owner_action,required_inputs,interception_point,mechanism_candidate,current_plane,final_plane,disposition,defer_reason,rationale,remaining_witness_or_gap,exclusion_reason
baseline,le-c2486738a84c65e6,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,20,20,,,<!-- @only cursor -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
baseline,le-9bf4d61b6a8614c6,rule,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,21,27,ro-ce98f79f860a6c12,skill-invocation-platform-projection-structural-health-gate,--- name: structural-health-gate description: >- 明示起動された proposal-family public workflow parent の internal context で、candidate の構造的局所性を evidence として評価する internal gate。成果物を再設計・直接編集せず、 assessment と最終判断を public workflow parent へ残す。 ---,derived-duplicate,structural-health-gate parent,structural-health-gate parent applies the `document root` obligation summarized as: --- name: structural-health-gate description: >- 明示起動された proposal-family public workflow parent の internal context で、candidate の構造的局所性を evidence として評価する internal gate。成果物を再設計・直接編集せず、 assessment と最終判断を public workflow par,"request, current workflow state, and evidence required by `document root`",structural-health-gate orchestration boundary in `document root`,,consumer-local natural-language projection,consumer-local natural-language projection,keep-projection,,editorial cross-source reconciliation found the same boundary meaning; this occurrence is retained for the named runtime consumer,consumer=cursor; remaining_witness=shared/skill/structural-health-gate/SKILL.md:2-8 (claude projection of the same shared invocation meaning),
baseline,le-6baa92175242518e,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,28,28,,,<!-- @/only -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
baseline,le-448cec8b669c5740,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,29,29,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-739f7d269375215c,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,30,30,,,<!-- @contract structural-health-gate-kernel-exclusion-intro -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
baseline,le-6cfdf66bb023cae1,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,31,31,,,# structural-health-gate,,,,,,,,,context,,,,section label; obligations are in the section body
baseline,le-5a4debe99c3a0e87,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,32,32,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-6b2fd85bcef3dcb4,rule,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,33,35,ro-99fa20dbb66eda60,rf-5292c59f0726de79,この Skill は、candidate producer が返した candidate snapshot を後段処理へ渡す前に、局所修正で扱える 構造かを評価する。明示起動された proposal-family public workflow parent の同じ context 内だけで使い、単独起動、ユーザーからの直接起動、 proposal-family 外の workflow からの流用はしない。internal-only policy は維持し、gate 自身は後段の選択や caller routing を行わない。,deterministic-contract-only,structural-health-gate parent,structural-health-gate parent applies the `structural-health-gate` obligation summarized as: この Skill は、candidate producer が返した candidate snapshot を後段処理へ渡す前に、局所修正で扱える 構造かを評価する。明示起動された proposal-family public workflow parent の同じ context 内だけで使い、単独起動、ユーザーからの直接起動、 proposal-family 外の workflow からの流用はしない。internal-only p,"request, current workflow state, and evidence required by `structural-health-gate`",structural-health-gate orchestration boundary in `structural-health-gate`,separate a deterministic decision from its Action at structural-health-gate orchestration boundary in `structural-health-gate`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `structural-health-gate` has no current mechanism consuming request, current workflow state, and evidence required by `structural-health-gate` at structural-health-gate orchestration boundary in `structural-health-gate`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/structural-health-gate/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/structural-health-gate/SKILL.md:33-35,
baseline,le-bd42f72a0385ce3b,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,36,36,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-a7095db5b1a13274,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,37,37,,,## 入力,,,,,,,,,context,,,,section label; obligations are in the section body
baseline,le-af78e487d9268a3b,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,38,38,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-7c431868b391bc1c,rule,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,39,41,ro-4db0057c8936f47c,rf-0141d4db0ab4d526,親は不変な `candidate_snapshot`、要求原文、requirements、design、Acceptance Criteria、verification、scope、 既知の repository evidence、producer の判断台帳と assumptions を渡す。必要な source や既存仕様を観測できない 場合は、欠けた evidence を Data として記録し、構造欠陥だと推測しない。,deterministic-contract-only,structural-health-gate parent,structural-health-gate parent applies the `入力` obligation summarized as: 親は不変な `candidate_snapshot`、要求原文、requirements、design、Acceptance Criteria、verification、scope、 既知の repository evidence、producer の判断台帳と assumptions を渡す。必要な source や既存仕様を観測できない 場合は、欠けた evidence を Data として記録し、構造欠陥だと推測しない。,"request, current workflow state, and evidence required by `入力`",structural-health-gate orchestration boundary in `入力`,separate a deterministic decision from its Action at structural-health-gate orchestration boundary in `入力`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `入力` has no current mechanism consuming request, current workflow state, and evidence required by `入力` at structural-health-gate orchestration boundary in `入力`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/structural-health-gate/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/structural-health-gate/SKILL.md:39-41,
baseline,le-4ad382a217270d0e,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,42,42,,,<!-- @/contract -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
baseline,le-937e706f161461dc,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,43,43,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-c2160359ea81d6a6,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,44,44,,,<!-- @contract structural-health-gate-caller-context -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
baseline,le-3d97d6140a67eca4,rule,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,45,45,ro-d001f2757ff73788,rf-d7d8cbe8e97ce5f9,`caller_context` Data は必須の構造化 Data で、次の2 field/valueだけを受け付ける。,deterministic-contract-only,structural-health-gate parent,structural-health-gate parent applies the `入力` obligation summarized as: `caller_context` Data は必須の構造化 Data で、次の2 field/valueだけを受け付ける。,"request, current workflow state, and evidence required by `入力`",structural-health-gate orchestration boundary in `入力`,separate a deterministic decision from its Action at structural-health-gate orchestration boundary in `入力`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `入力` has no current mechanism consuming request, current workflow state, and evidence required by `入力` at structural-health-gate orchestration boundary in `入力`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/structural-health-gate/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/structural-health-gate/SKILL.md:45-45,
baseline,le-5e4120ee39b0905f,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,46,46,,,,,,,,,,,,context,,,,blank separator between semantic blocks
baseline,le-b5fd4f3d11f1c187,rule,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,47,52,ro-1a8f74963792ad96,rf-1e36b294472ff98f,"```text { ""workflow_family"": ""proposal-family"", ""invocation"": ""explicit-public-parent"" } ```",deterministic-contract-only,structural-health-gate parent,"structural-health-gate parent applies the `入力` obligation summarized as: ```text { ""workflow_family"": ""proposal-family"", ""invocation"": ""explicit-public-parent"" } ```","request, current workflow state, and evidence required by `入力`",structural-health-gate orchestration boundary in `入力`,separate a deterministic decision from its Action at structural-health-gate orchestration boundary in `入力`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `入力` has no current mechanism consuming request, current workflow state, and evidence required by `入力` at structural-health-gate orchestration boundary in `入力`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/structural-health-gate/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/structural-health-gate/SKILL.md:47-52,
