record_id,registry,predicate_id,kind,slice_or_path,invariant,current_validation_plane,final_validation_plane,heuristic_flag,disposition,rationale,applicable_mutation_or_nonapplicable_reason,replacement_ids,baseline_identity,final_identity
baseline:contracts/plan-craft.toml:review-loop-parent-adjudication-vocabulary-forbids-76d00c5f9b09,contracts/plan-craft.toml,review-loop-parent-adjudication-vocabulary-forbids-76d00c5f9b09,forbids,slice:review-loop-parent-adjudication-vocabulary,slice:review-loop-parent-adjudication-vocabulary excludes forbidden witness: `範囲外`,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:6c819280838d04b4373ba76eb31617d0f34a4bbe149ac6dd173795862d086b36,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:6c819280838d04b4373ba76eb31617d0f34a4bbe149ac6dd173795862d086b36
baseline:contracts/plan-craft.toml:review-loop-parent-adjudication-vocabulary-forbids-9d200f892181,contracts/plan-craft.toml,review-loop-parent-adjudication-vocabulary-forbids-9d200f892181,forbids,slice:review-loop-parent-adjudication-vocabulary,slice:review-loop-parent-adjudication-vocabulary excludes forbidden witness: `却下`,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:00d702ba7b477d331ee0e34fd78c1d247490ba0e56ab7fc18eb2bebc6e127786,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:00d702ba7b477d331ee0e34fd78c1d247490ba0e56ab7fc18eb2bebc6e127786
baseline:contracts/plan-craft.toml:review-loop-parent-adjudication-vocabulary-forbids-a1b3ba4a8657,contracts/plan-craft.toml,review-loop-parent-adjudication-vocabulary-forbids-a1b3ba4a8657,forbids,slice:review-loop-parent-adjudication-vocabulary,slice:review-loop-parent-adjudication-vocabulary excludes forbidden witness: `採用`,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:c53f6a324bce5321780f2eb7235350bc0f0fe0901e21fdd1d8fe63e3fbeee007,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:c53f6a324bce5321780f2eb7235350bc0f0fe0901e21fdd1d8fe63e3fbeee007
baseline:contracts/plan-craft.toml:review-loop-parent-adjudication-vocabulary-forbids-a5aa446e561d,contracts/plan-craft.toml,review-loop-parent-adjudication-vocabulary-forbids-a5aa446e561d,forbids,slice:review-loop-parent-adjudication-vocabulary,slice:review-loop-parent-adjudication-vocabulary excludes forbidden witness: `人間確認`,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:7046004b1cf4c0d8243566df40dc1ba47edecad582476029bcf3641667297a31,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:7046004b1cf4c0d8243566df40dc1ba47edecad582476029bcf3641667297a31
baseline:contracts/plan-craft.toml:review-loop-parent-adjudication-vocabulary-forbids-c7d8d9c05883,contracts/plan-craft.toml,review-loop-parent-adjudication-vocabulary-forbids-c7d8d9c05883,forbids,slice:review-loop-parent-adjudication-vocabulary,slice:review-loop-parent-adjudication-vocabulary excludes forbidden witness: adjudication=accepted,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:a9c25862777d25501fabfb0efc626e7a3458fa0ae16c6d7e062bf1685fe34852,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:a9c25862777d25501fabfb0efc626e7a3458fa0ae16c6d7e062bf1685fe34852
baseline:contracts/plan-craft.toml:review-loop-parent-adjudication-vocabulary-requires-0376fb4b4a65,contracts/plan-craft.toml,review-loop-parent-adjudication-vocabulary-requires-0376fb4b4a65,requires,slice:review-loop-parent-adjudication-vocabulary,"slice:review-loop-parent-adjudication-vocabulary contains required witness: parent-owned adjudication/result values are exactly `adopted`, `rejected`, `out-of-scope`, `deferred`, and `human-con…",Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:96e85d6496158c8d2ec03d1499c8f8ed33cc9bb99544b5d19850fc615f98290b,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:96e85d6496158c8d2ec03d1499c8f8ed33cc9bb99544b5d19850fc615f98290b
baseline:contracts/plan-craft.toml:review-loop-parent-adjudication-vocabulary-requires-41ae4a64df0c,contracts/plan-craft.toml,review-loop-parent-adjudication-vocabulary-requires-41ae4a64df0c,requires,slice:review-loop-parent-adjudication-vocabulary,slice:review-loop-parent-adjudication-vocabulary contains required witness: `adopted`: 成果物を修正して verification する,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:dd420afbd33f745038a6b5319e2a391584d35c666abcd456e085250cd27dcc8e,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:dd420afbd33f745038a6b5319e2a391584d35c666abcd456e085250cd27dcc8e
baseline:contracts/plan-craft.toml:review-loop-parent-adjudication-vocabulary-requires-6a44d5e6d7ae,contracts/plan-craft.toml,review-loop-parent-adjudication-vocabulary-requires-6a44d5e6d7ae,requires,slice:review-loop-parent-adjudication-vocabulary,slice:review-loop-parent-adjudication-vocabulary contains required witness: `rejected`: 既存仕様または evidence に基づき修正しない,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:d0f95e9489bb36ea4a25bb20459bfa96c8a74b6986c3628dcaa27571b6f3549a,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:d0f95e9489bb36ea4a25bb20459bfa96c8a74b6986c3628dcaa27571b6f3549a
baseline:contracts/plan-craft.toml:review-loop-parent-adjudication-vocabulary-requires-8fed98ad10ec,contracts/plan-craft.toml,review-loop-parent-adjudication-vocabulary-requires-8fed98ad10ec,requires,slice:review-loop-parent-adjudication-vocabulary,slice:review-loop-parent-adjudication-vocabulary contains required witness: `out-of-scope`: 成立性は否定しないが対象外として残存事項へ渡す,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:52d9e54c0d91f56c1191f66ce3fdb8b0770f9b77e5a0f08d0d22b25f9fd6f62e,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:52d9e54c0d91f56c1191f66ce3fdb8b0770f9b77e5a0f08d0d22b25f9fd6f62e
baseline:contracts/plan-craft.toml:review-loop-parent-adjudication-vocabulary-requires-ecfb19f4cfec,contracts/plan-craft.toml,review-loop-parent-adjudication-vocabulary-requires-ecfb19f4cfec,requires,slice:review-loop-parent-adjudication-vocabulary,slice:review-loop-parent-adjudication-vocabulary contains required witness: `human-confirmation`: 実装・公開・互換性など、親だけでは決められない確認を要求する,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:0a2939cd4b6539ceae4b5ab492a7a7b1275d636dbc86fd61272cdbad3551ee60,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:0a2939cd4b6539ceae4b5ab492a7a7b1275d636dbc86fd61272cdbad3551ee60
baseline:contracts/plan-craft.toml:review-loop-parent-adjudication-vocabulary-requires-f230f34e06bf,contracts/plan-craft.toml,review-loop-parent-adjudication-vocabulary-requires-f230f34e06bf,requires,slice:review-loop-parent-adjudication-vocabulary,slice:review-loop-parent-adjudication-vocabulary contains required witness: `deferred`: 仕様未決、記載漏れ、誤認、対象外、情報不足のいずれかを確定できないため凍結する,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:3a011539ce7c45704bb1c19101e3493393c907a50557b9ecb02463fb4662f50b,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:3a011539ce7c45704bb1c19101e3493393c907a50557b9ecb02463fb4662f50b
baseline:contracts/plan-craft.toml:review-loop-proposal-family-caller-requires-59ef721e86fa,contracts/plan-craft.toml,review-loop-proposal-family-caller-requires-59ef721e86fa,requires,slice:review-loop-proposal-family-caller,slice:review-loop-proposal-family-caller contains required witness: public workflow parent,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:6ed902bd9420284f4d3a125fff8c3a0db62d7cd7950ec9b78ab8a3cac552c63c,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:6ed902bd9420284f4d3a125fff8c3a0db62d7cd7950ec9b78ab8a3cac552c63c
baseline:contracts/plan-craft.toml:review-loop-proposal-family-caller-requires-ae943c6fceb9,contracts/plan-craft.toml,review-loop-proposal-family-caller-requires-ae943c6fceb9,requires,slice:review-loop-proposal-family-caller,slice:review-loop-proposal-family-caller contains required witness: proposal-family public workflow,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:082c22ff391618cdaeec0b4dd1729125e6b4a13f7cad436744f3a437795bd189,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:082c22ff391618cdaeec0b4dd1729125e6b4a13f7cad436744f3a437795bd189
baseline:contracts/plan-craft.toml:review-loop-proposal-family-caller-requires-b605ef405d4e,contracts/plan-craft.toml,review-loop-proposal-family-caller-requires-b605ef405d4e,requires,slice:review-loop-proposal-family-caller,slice:review-loop-proposal-family-caller contains required witness: ユーザー明示の単独 review,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:8641e14726c7cfc2c3303392d0b05eefd8929b353e0139fbe96f17723beb4725,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:8641e14726c7cfc2c3303392d0b05eefd8929b353e0139fbe96f17723beb4725
baseline:contracts/plan-craft.toml:review-loop-proposal-family-caller-requires-f2b463634ada,contracts/plan-craft.toml,review-loop-proposal-family-caller-requires-f2b463634ada,requires,slice:review-loop-proposal-family-caller,slice:review-loop-proposal-family-caller contains required witness: workflow 間も自動で切り替えない,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:fbbdc396ca063ca2fa393b3f3ee8c56225813382a43ba8dd8c5d0cf18ccf26aa,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:fbbdc396ca063ca2fa393b3f3ee8c56225813382a43ba8dd8c5d0cf18ccf26aa
baseline:contracts/plan-craft.toml:review-loop-structural-boundary-requires-5b563cd0b70c,contracts/plan-craft.toml,review-loop-structural-boundary-requires-5b563cd0b70c,requires,slice:review-loop-structural-boundary,slice:review-loop-structural-boundary contains required witness: 局所的な構造欠陥を事前解消,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:c9b5644044446404f2ebdffe0698c2f7859f2e7095c8fbdb4c8fa0145290a278,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:c9b5644044446404f2ebdffe0698c2f7859f2e7095c8fbdb4c8fa0145290a278
baseline:contracts/plan-craft.toml:review-loop-structural-boundary-requires-70399f0e19f3,contracts/plan-craft.toml,review-loop-structural-boundary-requires-70399f0e19f3,requires,slice:review-loop-structural-boundary,slice:review-loop-structural-boundary contains required witness: 自動で `structural-health-gate` または candidate producer へ逆走しない,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:5ba8bb1c42f3e8829e4cfa4cdabf8dbce026be0879d96cad141f88a0b627dcf7,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:5ba8bb1c42f3e8829e4cfa4cdabf8dbce026be0879d96cad141f88a0b627dcf7
